1, 805.000000, 109.000000, 413.000000, 470.000000, 1102.000000
11, 9261.000000, 711.000000, 4879.000000, 3583.000000, 11253.000000
13, 10745.000000, 778.000000, 6104.000000, 4457.000000, 13836.000000
15, 12880.000000, 814.000000, 7546.000000, 5307.000000, 16795.000000
17, 14168.000000, 841.000000, 8325.000000, 6095.000000, 18433.000000
19, 16142.000000, 876.000000, 9177.000000, 5877.000000, 20204.000000
21, 17598.000000, 912.000000, 10038.000000, 6754.000000, 21994.000000
23, 19468.000000, 907.000000, 10807.000000, 6871.000000, 23539.000000
25, 21812.000000, 916.000000, 12737.000000, 8162.000000, 27411.000000
27, 23163.000000, 958.000000, 12569.000000, 7954.000000, 27185.000000
29, 24633.000000, 954.000000, 13475.000000, 8414.000000, 28997.000000
3, 2555.000000, 309.000000, 1401.000000, 1447.000000, 3487.000000
31, 26323.000000, 970.000000, 14079.000000, 8151.000000, 30235.000000
33, 27916.000000, 965.000000, 15811.000000, 9438.000000, 33694.000000
35, 30142.000000, 984.000000, 16688.000000, 9531.000000, 35484.000000
37, 31593.000000, 986.000000, 17726.000000, 9668.000000, 37560.000000
39, 32270.000000, 975.000000, 16850.000000, 8964.000000, 35823.000000
41, 34790.000000, 988.000000, 19355.000000, 10724.000000, 40840.000000
43, 36043.000000, 997.000000, 21004.000000, 11529.000000, 44159.000000
45, 37443.000000, 993.000000, 20621.000000, 11133.000000, 43402.000000
47, 39700.000000, 999.000000, 20707.000000, 10241.000000, 43574.000000
49, 41359.000000, 999.000000, 21818.000000, 10806.000000, 45813.000000
5, 4088.000000, 430.000000, 2214.000000, 2039.000000, 5339.000000
51, 43368.000000, 994.000000, 23965.000000, 12516.000000, 50095.000000
53, 44660.000000, 996.000000, 23272.000000, 10970.000000, 48722.000000
57, 55426.000000, 999.000000, 29013.000000, 13255.000000, 60216.000000
7, 5817.000000, 551.000000, 3322.000000, 2890.000000, 7812.000000
9, 7777.000000, 644.000000, 4334.000000, 3489.000000, 10020.000000