1, 326.000000, 0.000000
11, 4660.000000, 0.000000
13, 5590.000000, 0.000000
15, 6298.000000, 0.000000
17, 7107.000000, 0.000000
19, 8204.000000, 0.000000
21, 9108.000000, 0.000000
23, 10277.000000, 0.000000
25, 11065.000000, 0.000000
27, 12180.000000, 0.000000
29, 13383.000000, 0.000000
3, 1116.000000, 0.000000
31, 14086.000000, 0.000000
33, 15069.000000, 0.000000
35, 15774.000000, 0.000000
37, 16835.000000, 0.000000
39, 17777.000000, 0.000000
41, 19021.000000, 0.000000
43, 20261.000000, 0.000000
45, 21659.000000, 0.000000
47, 22531.000000, 0.000000
49, 23547.000000, 0.000000
5, 1938.000000, 0.000000
53, 26029.000000, 0.000000
57, 26314.000000, 0.000000
7, 2880.000000, 0.000000
9, 3684.000000, 0.000000